id,Residential,Workplace,Transit,Park,Grocery,Retail,School closing,Workplace closing,Concel public events,Restrictions on gathering size,Closing public transport,Stay at home requirement,Restrictions on internal movements,International travel controls
141,-14.7666667,31.8666667,49.6666667,49.2666667,24.9666667,41.4666667,100,76.11111111,100,75,0,33.33333333,0,75
142,-13.6774194,27.516129,46,49.2580645,21.7419355,39.4193548,100,68.8172043,100,75,0,33.33333333,0,54.83870968
143,-11.5333333,24.2666667,42.8333333,47.3333333,17.2333333,32.4,100,66.66666667,100,75,0,33.33333333,0,25
144,-8.516129,23.7741935,31.6774194,32.7096774,2.4193548,21.2258065,100,66.66666667,100,75,0,33.33333333,2.419354839,25
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,-1.4,3.6,2.1333333,-3.4666667,0.6,2.7333333,0,0,0,0,0,0,0,0
147,-12.9032258,28.9677419,35.9032258,30.6451613,19.0645161,34,41.93548387,41.93548387,41.93548387,48.38709677,41.93548387,16.12903226,38.70967742,49.19354839
148,-29.1666667,65.5666667,81.3,62.5333333,52.4666667,71.8333333,100,100,100,100,100,51.11111111,100,100
149,-22.7096774,48.6451613,70.6774194,50.2258065,38.0322581,56.5806452,100,87.09677419,100,100,80.64516129,84.94623656,100,100
150,-15.7,32.6333333,53.6,34.7333333,23.6666667,39.0333333,100,66.66666667,100,100,50,63.33333333,100,100
151,-14.6451613,33.1290323,45.8709677,30.9677419,18.2258065,34.3548387,100,66.66666667,100,100,50,46.23655914,100,25
152,-13.9032258,33.7419355,46.2258065,32.4516129,21.0645161,36.1612903,100,66.66666667,100,100,50,66.66666667,100,25
153,-12.6333333,32.2,41.1666667,29.2333333,16.7666667,34.1666667,100,66.66666667,100,100,50,66.66666667,100,25
154,-10.1290323,26.7096774,33.7419355,30.4193548,8.9677419,33.3870968,100,66.66666667,100,100,50,66.66666667,19.35483871,25
155,-9.9666667,26.1333333,27.9,34.4666667,8.7333333,32.5333333,100,66.66666667,100,82.5,50,66.66666667,0,25
156,-9.3548387,26.4193548,15.483871,21.6774194,-5,26.0967742,100,66.66666667,100,75,50,58.06451613,0,41.12903226
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,-2.1333333,14.6,4.4666667,-1.8,2.3333333,2.5333333,0,0,0,0,0,0,0,0
159,-18.7741935,41.2258065,41.2258065,40.1612903,27.9677419,42.1935484,61.29032258,48.38709677,61.29032258,36.29032258,54.83870968,32.25806452,48.38709677,65.32258065
160,-34.9333333,74.9333333,79.1666667,75.2666667,64,80,100,100,100,75,100,66.66666667,100,100
161,-29.1612903,56.2580645,68.7741935,62.0645161,49.483871,66.483871,100,84.94623656,100,75,77.41935484,66.66666667,77.41935484,100
162,-22.2666667,37.0666667,50.8,43.3333333,26.3666667,43.3333333,100,70,100,75,75,66.66666667,75,75
163,-20.4193548,33.8709677,47,37.5483871,19.0322581,36.516129,100,50,100,78.62903226,68.5483871,66.66666667,75,75
164,-17.8387097,30.0967742,43.3225806,32.6129032,14.9354839,32.3870968,97.84946237,52.15053763,100,87.5,50,50,75,66.12903226
165,-16.0333333,27.7333333,33.5666667,27.1333333,8.1666667,27.2333333,83.33333333,66.66666667,100,73.33333333,21.66666667,21.66666667,32.5,50
166,-13.8387097,24.1612903,21.2258065,25.0322581,1.2258065,24.3225806,83.33333333,66.66666667,100,68.5483871,0,0,0,50
167,-13.8,22.2,21.1,28.5333333,1.2666667,23.2,83.33333333,66.66666667,100,75,0,0,0,50
168,-12.7741935,20.7096774,13.5806452,22.516129,-12.8387097,16.7419355,88.17204301,66.66666667,100,100,17.74193548,23.65591398,17.74193548,39.51612903
169,0,0,0,0,0,0,0,0,0,0,0,0,0,2.419354839
170,0.5333333,-4.2,0,1.6,-1.6666667,-0.6666667,0,0,0,0,0,0,0,75
171,-13.1612903,23.4193548,32.2903226,30.483871,15.1612903,32.7741935,67.74193548,46.23655914,51.61290323,33.87096774,22.58064516,35.48387097,42.74193548,91.12903226
172,-31.2,62.8333333,69.2,66.5333333,51.7666667,73.7,100,100,100,66.66666667,50,100,100,100
173,-30.3870968,59.483871,72.2903226,67.8709677,54.7741935,75.5483871,100,100,100,100,90.32258065,100,100,100
174,-25.4666667,49.8333333,64.8333333,57.6333333,39.6333333,62,100,60,100,99.16666667,100,83.33333333,100,100
175,-22.0967742,43.8387097,58.483871,49.9354839,30.4193548,53.1612903,100,66.66666667,100,75,100,66.66666667,100,100
176,-18.2258065,39.4516129,53.0645161,43.1935484,25.8387097,47,100,58.06451613,100,75,87.09677419,66.66666667,100,100
177,-13.7666667,32.4666667,33.5333333,35.2666667,17.0666667,33.5666667,100,33.33333333,80,75,48.33333333,66.66666667,79.16666667,70
178,-10.6774194,25.4516129,22,32.7096774,10.0967742,28.3548387,100,33.33333333,50,75,0,66.66666667,25,25
179,-9.9,22.3,17.7333333,32.8,8.0666667,22.4,100,33.33333333,50,63.33333333,0,66.66666667,25,25
180,-7.0967742,21.1935484,-2.6774194,16.9354839,-8.6774194,9.1612903,100,33.33333333,50,25,0,66.66666667,25,25
181,0,0,0,0,0,0,0,0,0,0,0,0,0,9.677419355
182,0.6,-3.1333333,0.6666667,-0.8666667,0.7333333,-0.3333333,0,0,0,0,0,0,0,50
183,-12.6129032,22.7419355,36.0645161,23.1935484,15.5483871,30.7419355,51.61290323,48.38709677,61.29032258,49.19354839,48.38709677,21.50537634,75,66.12903226
184,-25.5666667,47.1,69.5,49.0333333,39.7,59.5666667,100,100,100,100,100,66.66666667,100,85.83333333
185,-24.7419355,45.6774194,68.8064516,50,43.2903226,58.3870968,100,100,100,100,100,66.66666667,100,100
186,-22.6,38.7,65.2666667,45.1,35.8333333,51.8,100,100,100,100,100,66.66666667,100,100
187,-23.0645161,43,65.2258065,45.483871,35.9032258,50.7741935,100,94.62365591,100,100,91.93548387,66.66666667,100,100
188,-17.5483871,32.7741935,56.8387097,36.7741935,26.8387097,39.1935484,100,66.66666667,100,100,50,66.66666667,100,100
189,-15.9333333,32.4666667,49.8666667,33.8,22.7,36,100,66.66666667,100,100,50,66.66666667,56.66666667,67.5
190,-13.4516129,28.516129,41.5483871,32.0645161,16.0322581,32.3548387,100,33.33333333,50,87.5,50,0,0,25
191,-11.6,23.6,36.4,30.8666667,11.7333333,26.1666667,100,33.33333333,50,87.5,50,0,0,25
192,-9.2903226,23.9677419,23.8709677,15.6774194,-6,14.3548387,100,33.33333333,50,87.5,50,0,0,32.25806452
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.6666667,-6.6666667,3.7333333,3.8666667,-1.0666667,3.4,0,0,0,0,0,0,0,0
195,-13.3548387,30.3548387,39.0967742,29.516129,25.8064516,42.5483871,61.29032258,47.31182796,61.29032258,51.61290323,51.61290323,51.61290323,51.61290323,47.58064516
196,-25.6,61.8,73.5333333,54.5333333,56.2666667,76.9,100,100,100,100,100,100,100,100
197,-22.3548387,50.7096774,72.1612903,50.7419355,52.7419355,70.7741935,100,100,100,100,100,100,100,100
198,-19.6333333,42.7666667,67.6333333,44.5333333,41.6333333,60.9,100,74.44444444,100,100,100,100,100,100
199,-20.1935484,46.0322581,67.9032258,45.1935484,41.2580645,60.6451613,100,66.66666667,100,100,100,100,100,100
200,-15.9032258,38.8709677,62.483871,37.1290323,35.6129032,53.3225806,100,66.66666667,100,100,62.90322581,83.87096774,100,63.70967742
