year,year_index,month,date,area,regnames,country_code,country_index,country,dengue_case,pre_case,mt,st,rh,cp,tp,si,c1,c2,c3,c4,c5,c6,c7,c8,Residential,Workplace,Transit,Park,Grocery,Retail,non_Residential,dengue_case.l1,proportion_year,proportion_season,GDP_per_capita,population,dengue_case.l1yr,cases2013-2019,proportion_annual
2020,7,5,2020/5/1,all,LA,13,11,Dominican Republic,118,1480.817669,26.31937,26.584484,80.29097,63.97758723,74.41063,94.74451613,100,87.09677419,100,100,80.64516129,84.94623656,100,100,122.7096774,51.3548387,29.3225806,49.7741935,61.9677419,43.4193548,47.1677419,115,0.290090219,0.029926452,8002.441678,10847910,20257,69830,10281
2020,7,6,2020/6/1,all,LA,13,11,Dominican Republic,92,1530.354894,27.02249,27.276655,78.66902,45.84748066,52.90687,86.669,100,66.66666667,100,100,50,63.33333333,100,100,115.7,67.3666667,46.4,65.2666667,76.3333333,60.9666667,63.26666668,118,0.290090219,0.023332488,8002.441678,10847910,20257,69830,10281
2020,7,7,2020/7/1,all,LA,13,11,Dominican Republic,59,1935.277986,26.93991,27.075066,80.88617,96.09836437,129.2542,76.43225806,100,66.66666667,100,100,50,46.23655914,100,25,114.6451613,66.8709677,54.1290323,69.0322581,81.7741935,65.6451613,67.49032258,92,0.290090219,0.014963226,8002.441678,10847910,20257,69830,10281
2020,7,8,2020/8/1,all,LA,13,11,Dominican Republic,95,2323.811762,27.12295,27.182762,80.74648,60.60596504,119.6724,78.7,100,66.66666667,100,100,50,66.66666667,100,25,113.9032258,66.2580645,53.7741935,67.5483871,78.9354839,63.8387097,66.07096774,59,0.290090219,0.02409333,8002.441678,10847910,20257,69830,10281
2020,7,9,2020/9/1,all,LA,13,11,Dominican Republic,73,2633.288464,26.35873,26.60428,83.66276,92.37693341,102.5645,78.7,100,66.66666667,100,100,50,66.66666667,100,25,112.6333333,67.8,58.8333333,70.7666667,83.2333333,65.8333333,69.29333332,95,0.290090219,0.018513822,8002.441678,10847910,20257,69830,10281
2020,7,10,2020/10/1,all,LA,13,11,Dominican Republic,77,2745.41567,25.95948,25.863228,85.04278,98.65289548,112.6219,69.74032258,100,66.66666667,100,100,50,66.66666667,19.35483871,25,110.1290323,73.2903226,66.2580645,69.5806452,91.0322581,66.6129032,73.35483872,73,0.290090219,0.019528278,8002.441678,10847910,20257,69830,10281
2020,7,11,2020/11/1,all,LA,13,11,Dominican Republic,146,2634.896723,24.44004,24.076994,87.04544,130.4906883,203.9523,65.644,100,66.66666667,100,82.5,50,66.66666667,0,25,109.9666667,73.8666667,72.1,65.5333333,91.2666667,67.4666667,74.04666668,77,0.290090219,0.037027644,8002.441678,10847910,20257,69830,10281
2020,7,12,2020/12/1,all,LA,13,11,Dominican Republic,156,2406.574279,23.57648,23.3973,84.47001,33.18014731,48.52686,65.64870968,100,66.66666667,100,75,50,58.06451613,0,41.12903226,109.3548387,73.5806452,84.516129,78.3225806,105,73.9032258,83.06451612,146,0.290090219,0.039563784,8002.441678,10847910,20257,69830,10281
2020,7,1,2020/1/1,all,LA,14,15,Ecuador,1516,2579.536986,21.06356,21.202765,82.72044,105.4328833,257.5353,1.076129032,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,762,0.077790409,0.09340727,5097.068642,17643054,8417,108201,-7040
2020,7,2,2020/2/1,all,LA,14,15,Ecuador,2442,3349.071448,21.25286,21.292685,84.4648,154.2045689,340.5384,5.56,0,0,0,0,0,0,0,0,102.1333333,85.4,95.5333333,101.8,97.6666667,97.4666667,95.57333334,1516,0.077790409,0.150462107,5097.068642,17643054,8417,108201,-7040
2020,7,3,2020/3/1,all,LA,14,15,Ecuador,3390,4455.119954,21.1889,21.050743,85.65988,155.6217699,348.4465,54.30096774,61.29032258,48.38709677,61.29032258,36.29032258,54.83870968,32.25806452,48.38709677,65.32258065,118.7741935,58.7741935,58.7741935,59.8387097,72.0322581,57.8064516,61.44516128,2442,0.077790409,0.208872458,5097.068642,17643054,8417,108201,-7040
2020,7,4,2020/4/1,all,LA,14,15,Ecuador,1761,5614.003627,20.98424,20.735863,84.51245,153.5842451,300.9172,93.52,100,100,100,75,100,66.66666667,100,100,134.9333333,25.0666667,20.8333333,24.7333333,36,20,25.32666666,3390,0.077790409,0.108502773,5097.068642,17643054,8417,108201,-7040
2020,7,5,2020/5/1,all,LA,14,15,Ecuador,1560,5954.803942,20.93278,20.689463,83.74453,109.3520302,204.2169,86.82709677,100,84.94623656,100,75,77.41935484,66.66666667,77.41935484,100,129.1612903,43.7419355,31.2258065,37.9354839,50.516129,33.516129,39.38709678,1761,0.077790409,0.096118299,5097.068642,17643054,8417,108201,-7040
2020,7,6,2020/6/1,all,LA,14,15,Ecuador,981,4877.829109,20.00199,19.86605,81.98773,78.35270036,132.845,81.85,100,70,100,75,75,66.66666667,75,75,122.2666667,62.9333333,49.2,56.6666667,73.6333333,56.6666667,59.82,1560,0.077790409,0.060443623,5097.068642,17643054,8417,108201,-7040
2020,7,7,2020/7/1,all,LA,14,15,Ecuador,796,3328.860746,19.23236,19.44694,81.75034,97.19307814,148.6928,79.31612903,100,50,100,78.62903226,68.5483871,66.66666667,75,75,120.4193548,66.1290323,53,62.4516129,80.9677419,63.483871,65.20645162,981,0.077790409,0.049044978,5097.068642,17643054,8417,108201,-7040
2020,7,8,2020/8/1,all,LA,14,15,Ecuador,646,2176.409917,19.33942,19.93586,77.35238,52.79400684,86.49003,75.40354839,97.84946237,52.15053763,100,87.5,50,50,75,66.12903226,117.8387097,69.9032258,56.6774194,67.3870968,85.0645161,67.6129032,69.32903226,796,0.077790409,0.039802834,5097.068642,17643054,8417,108201,-7040
2020,7,9,2020/9/1,all,LA,14,15,Ecuador,588,1678.542311,19.47286,20.183481,78.17574,76.37688446,121.8939,61.01866667,83.33333333,66.66666667,100,73.33333333,21.66666667,21.66666667,32.5,50,116.0333333,72.2666667,66.4333333,72.8666667,91.8333333,72.7666667,75.23333334,646,0.077790409,0.036229205,5097.068642,17643054,8417,108201,-7040
2020,7,10,2020/10/1,all,LA,14,15,Ecuador,954,1310.620397,19.90248,20.559477,77.58171,74.22189232,121.8798,52.06258065,83.33333333,66.66666667,100,68.5483871,0,0,0,50,113.8387097,75.8387097,78.7741935,74.9677419,98.7741935,75.6774194,80.8064516,588,0.077790409,0.058780037,5097.068642,17643054,8417,108201,-7040
2020,7,11,2020/11/1,all,LA,14,15,Ecuador,808,1214.6843,19.84527,20.59487,77.06712,85.66162622,135.7656,52.78,83.33333333,66.66666667,100,75,0,0,0,50,113.8,77.8,78.9,71.4666667,98.7333333,76.8,80.74,954,0.077790409,0.04978435,5097.068642,17643054,8417,108201,-7040
2020,7,12,2020/12/1,all,LA,14,15,Ecuador,788,1433.88664,20.05666,20.075888,83.63278,160.3897282,284.9042,61.50290323,88.17204301,66.66666667,100,100,17.74193548,23.65591398,17.74193548,39.51612903,112.7741935,79.2903226,86.4193548,77.483871,112.8387097,83.2580645,87.85806452,808,0.077790409,0.048552064,5097.068642,17643054,8417,108201,-7040
2020,7,1,2020/1/1,all,LA,15,12,El Salvador,868,830.6548863,25.476469,26.414537,57.42894,2.02523203,3.022249,3.494193548,0,0,0,0,0,0,0,2.419354839,100,100,100,100,100,100,100,911,0.148918275,0.161879896,3572.357586,6486205,27444,184289,1117
2020,7,2,2020/2/1,all,LA,15,12,El Salvador,832,811.7262795,26.443752,27.594736,52.70458,0.86153096,1.4286,19.44,0,0,0,0,0,0,0,75,99.4666667,104.2,100,98.4,101.6666667,100.6666667,100.9866667,868,0.148918275,0.155165983,3572.357586,6486205,27444,184289,1117
2020,7,3,2020/3/1,all,LA,15,12,El Salvador,614,924.4214172,27.242233,28.766504,51.2476,2.731864812,3.746853,54.59806452,67.74193548,46.23655914,51.61290323,33.87096774,22.58064516,35.48387097,42.74193548,91.12903226,113.1612903,76.5806452,67.7096774,69.516129,84.8387097,67.2258065,73.17419356,832,0.148918275,0.114509511,3572.357586,6486205,27444,184289,1117
2020,7,4,2020/4/1,all,LA,15,12,El Salvador,358,1089.581803,28.044842,29.883928,59.95786,22.47076124,25.83323,90.74,100,100,100,66.66666667,50,100,100,100,131.2,37.1666667,30.8,33.4666667,48.2333333,26.3,35.19333334,614,0.148918275,0.066766132,3572.357586,6486205,27444,184289,1117
2020,7,5,2020/5/1,all,LA,15,12,El Salvador,424,1428.509333,26.90519,27.389755,70.27159,153.3341273,321.9937,98.92387097,100,100,100,100,90.32258065,100,100,100,130.3870968,40.516129,27.7096774,32.1290323,45.2258065,24.4516129,34.00645162,358,0.148918275,0.079074972,3572.357586,6486205,27444,184289,1117
2020,7,6,2020/6/1,all,LA,15,12,El Salvador,489,2026.421877,25.351686,24.620974,78.81428,122.7669386,253.875,93.61233333,100,60,100,99.16666667,100,83.33333333,100,100,125.4666667,50.1666667,35.1666667,42.3666667,60.3666667,38,45.21333336,424,0.148918275,0.091197314,3572.357586,6486205,27444,184289,1117
2020,7,7,2020/7/1,all,LA,15,12,El Salvador,360,2644.872828,26.026962,25.788408,73.66399,109.8696687,133.7029,89.81,100,66.66666667,100,75,100,66.66666667,100,100,122.0967742,56.1612903,41.516129,50.0645161,69.5806452,46.8387097,52.83225806,489,0.148918275,0.067139127,3572.357586,6486205,27444,184289,1117
2020,7,8,2020/8/1,all,LA,15,12,El Salvador,278,2550.934977,25.912985,25.811142,75.03523,178.1440142,220.579,87.42290323,100,58.06451613,100,75,87.09677419,66.66666667,100,100,118.2258065,60.5483871,46.9354839,56.8064516,74.1612903,53,58.29032258,360,0.148918275,0.051846326,3572.357586,6486205,27444,184289,1117
2020,7,9,2020/9/1,all,LA,15,12,El Salvador,341,2432.30302,25.251364,25.072866,79.24929,196.5603626,237.257,72.50233333,100,33.33333333,80,75,48.33333333,66.66666667,79.16666667,70,113.7666667,67.5333333,66.4666667,64.7333333,82.9333333,66.4333333,69.61999998,278,0.148918275,0.063595673,3572.357586,6486205,27444,184289,1117
2020,7,10,2020/10/1,all,LA,15,12,El Salvador,361,2171.4396,25.154575,24.40247,78.47291,166.5526202,216.1412,52.78,100,33.33333333,50,75,0,66.66666667,25,25,110.6774194,74.5483871,78,67.2903226,89.9032258,71.6451613,76.27741936,341,0.148918275,0.067325625,3572.357586,6486205,27444,184289,1117
2020,7,11,2020/11/1,all,LA,15,12,El Salvador,287,1535.46955,24.130684,23.23139,78.49399,83.90249974,179.4117,51.48266667,100,33.33333333,50,63.33333333,0,66.66666667,25,25,109.9,77.7,82.2666667,67.2,91.9333333,77.6,79.34,361,0.148918275,0.053524804,3572.357586,6486205,27444,184289,1117
2020,7,12,2020/12/1,all,LA,15,12,El Salvador,150,1003.810994,24.09582,24.148687,65.02209,3.482321682,4.592692,47.22,100,33.33333333,50,25,0,66.66666667,25,25,107.0967742,78.8064516,102.6774194,83.0645161,108.6774194,90.8387097,92.81290324,287,0.148918275,0.027974636,3572.357586,6486205,27444,184289,1117
2020,7,1,2020/1/1,all,LA,16,13,Guatemala,1477,1172.724048,19.11403,18.948095,75.0221,25.99505675,54.48996,1.792258065,0,0,0,0,0,0,0,9.677419355,100,100,100,100,100,100,100,2018,0.410344014,0.25136147,3413.234013,17915568,50444,122931,32882
2020,7,2,2020/2/1,all,LA,16,13,Guatemala,1086,1097.32776,20.12836,20.21781,69.89739,12.91505133,34.79017,11.11,0,0,0,0,0,0,0,50,99.4,103.1333333,99.3333333,100.8666667,99.2666667,100.3333333,100.5866667,1477,0.410344014,0.184819605,3413.234013,17915568,50444,122931,32882
2020,7,3,2020/3/1,all,LA,16,13,Guatemala,733,1127.974967,20.89372,21.304787,65.84617,14.36673856,33.15655,57.04903226,51.61290323,48.38709677,61.29032258,49.19354839,48.38709677,21.50537634,75,66.12903226,112.6129032,77.2580645,63.9354839,76.8064516,84.4516129,69.2580645,74.34193548,1086,0.410344014,0.124744724,3413.234013,17915568,50444,122931,32882
2020,7,4,2020/4/1,all,LA,16,13,Guatemala,304,1204.600926,23.44967,23.93341,59.24694,27.85784926,33.39024,94.72466667,100,100,100,100,100,66.66666667,100,85.83333333,125.5666667,52.9,30.5,50.9666667,60.3,40.4333333,47.02,733,0.410344014,0.051735875,3413.234013,17915568,50444,122931,32882
2020,7,5,2020/5/1,all,LA,16,13,Guatemala,415,1620.796272,22.7066,22.373735,72.59052,172.0770793,278.7534,96.3,100,100,100,100,100,66.66666667,100,100,124.7419355,54.3225806,31.1935484,50,56.7096774,41.6129032,46.76774192,304,0.410344014,0.070626276,3413.234013,17915568,50444,122931,32882
2020,7,6,2020/6/1,all,LA,16,13,Guatemala,392,2835.118598,21.32488,20.544363,81.41837,175.3865748,375.1958,96.3,100,100,100,100,100,66.66666667,100,100,122.6,61.3,34.7333333,54.9,64.1666667,48.2,52.66,415,0.410344014,0.066712049,3413.234013,17915568,50444,122931,32882
2020,7,7,2020/7/1,all,LA,16,13,Guatemala,337,4175.590681,21.3929,20.847977,77.35697,139.6539777,167.5435,94.80645161,100,94.62365591,100,100,91.93548387,66.66666667,100,100,123.0645161,57,34.7741935,54.516129,64.0967742,49.2258065,51.92258064,392,0.410344014,0.05735194,3413.234013,17915568,50444,122931,32882
2020,7,8,2020/8/1,all,LA,16,13,Guatemala,311,4922.360068,21.38072,20.845142,80.11379,207.6036182,281.3925,87.04,100,66.66666667,100,100,50,66.66666667,100,100,117.5483871,67.2258065,43.1612903,63.2258065,73.1612903,60.8064516,61.51612904,337,0.410344014,0.052927161,3413.234013,17915568,50444,122931,32882
2020,7,9,2020/9/1,all,LA,16,13,Guatemala,264,5077.672832,21.19059,20.56589,80.21004,213.1381317,280.8327,78.61166667,100,66.66666667,100,100,50,66.66666667,56.66666667,67.5,115.9333333,67.5333333,50.1333333,66.2,77.3,64,65.03333332,311,0.410344014,0.044928523,3413.234013,17915568,50444,122931,32882
2020,7,10,2020/10/1,all,LA,16,13,Guatemala,268,4584.768321,20.62344,19.80505,82.36449,172.7487302,251.4405,49.54,100,33.33333333,50,87.5,50,0,0,25,113.4516129,71.483871,58.4516129,67.9354839,83.9677419,67.6451613,69.8967742,264,0.410344014,0.045609258,3413.234013,17915568,50444,122931,32882
2020,7,11,2020/11/1,all,LA,16,13,Guatemala,202,3451.438356,19.59741,18.568735,84.08659,96.92459177,295.6956,49.54,100,33.33333333,50,87.5,50,0,0,25,111.6,76.4,63.6,69.1333333,88.2666667,73.8333333,74.24666666,268,0.410344014,0.034377127,3413.234013,17915568,50444,122931,32882
2020,7,12,2020/12/1,all,LA,16,13,Guatemala,87,2562.983181,18.38216,17.835001,78.31208,24.55604164,53.16436,50.34419355,100,33.33333333,50,87.5,50,0,0,32.25806452,109.2903226,76.0322581,76.1290323,84.3225806,106,85.6451613,85.62580646,202,0.410344014,0.01480599,3413.234013,17915568,50444,122931,32882
2020,7,1,2020/1/1,all,LA,17,14,Honduras,5680,1054.821914,22.29356,22.190697,79.29989,47.91560091,101.9483,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,8313,0.40877252,0.2226316,2241.238665,9904607,112923,276249,73459
2020,7,2,2020/2/1,all,LA,17,14,Honduras,3897,958.0969103,23.18475,23.216036,74.38583,30.70316473,87.08429,0,0,0,0,0,0,0,0,0,99.3333333,106.6666667,96.2666667,96.1333333,101.0666667,96.6,99.34666668,5680,0.40877252,0.152745659,2241.238665,9904607,112923,276249,73459
2020,7,3,2020/3/1,all,LA,17,14,Honduras,1958,1101.101792,23.98734,24.2274,70.51325,25.2806055,58.0645,57.85483871,61.29032258,47.31182796,61.29032258,51.61290323,51.61290323,51.61290323,51.61290323,47.58064516,113.3548387,69.6451613,60.9032258,70.483871,74.1935484,57.4516129,66.53548388,3897,0.40877252,0.076745189,2241.238665,9904607,112923,276249,73459
2020,7,4,2020/4/1,all,LA,17,14,Honduras,1118,1367.185479,26.72805,27.4955,62.60202,8.063350065,9.90759,100,100,100,100,100,100,100,100,100,125.6,38.2,26.4666667,45.4666667,43.7333333,23.1,35.39333334,1958,0.40877252,0.043820797,2241.238665,9904607,112923,276249,73459
2020,7,5,2020/5/1,all,LA,17,14,Honduras,1692,1622.584838,26.01382,25.93136,76.57655,144.1193631,215.0059,100,100,100,100,100,100,100,100,100,122.3548387,49.2903226,27.8387097,49.2580645,47.2580645,29.2258065,40.57419356,1118,0.40877252,0.066319131,2241.238665,9904607,112923,276249,73459
2020,7,6,2020/6/1,all,LA,17,14,Honduras,1943,2249.674849,25.17045,24.45128,81.61028,129.0904858,189.9635,97.16333333,100,74.44444444,100,100,100,100,100,100,119.6333333,57.2333333,32.3666667,55.4666667,58.3666667,39.1,48.50666668,1692,0.40877252,0.076157253,2241.238665,9904607,112923,276249,73459
2020,7,7,2020/7/1,all,LA,17,14,Honduras,1353,2732.395186,25.21055,24.904385,78.53686,99.51299836,122.0388,96.3,100,66.66666667,100,100,100,100,100,100,120.1935484,53.9677419,32.0967742,54.8064516,58.7419355,39.3548387,47.79354838,1943,0.40877252,0.053031788,2241.238665,9904607,112923,276249,73459
2020,7,8,2020/8/1,all,LA,17,14,Honduras,1638,2117.95916,25.0316,24.705193,82.16431,183.449259,220.646,86.35064516,100,66.66666667,100,100,62.90322581,83.87096774,100,63.70967742,115.9032258,61.1290323,37.516129,62.8709677,64.3870968,46.6774194,54.51612904,1353,0.40877252,0.064202563,2241.238665,9904607,112923,276249,73459
2020,7,9,2020/9/1,all,LA,17,14,Honduras,1832,1800.022514,25.15341,24.762264,81.45886,193.3185655,222.7017,77.52833333,100,66.66666667,100,100,50,56.11111111,100,25,112.2,66.3333333,49.3,70.8333333,74.5666667,54.8333333,63.17333332,1638,0.40877252,0.07180653,2241.238665,9904607,112923,276249,73459
2020,7,10,2020/10/1,all,LA,17,14,Honduras,1749,2036.950739,24.22249,23.567135,84.69421,186.971045,260.6895,79.86580645,100,66.66666667,100,100,50,66.66666667,100,35.48387097,109.8709677,71.0967742,57.4193548,71.0322581,81.9354839,58.2580645,67.9483871,1832,0.40877252,0.068553287,2241.238665,9904607,112923,276249,73459
2020,7,11,2020/11/1,all,LA,17,14,Honduras,1641,1868.061596,22.95663,22.336357,88.47598,249.6754163,601.0042,81.48,100,66.66666667,100,100,50,66.66666667,100,50,109.2333333,69.1333333,54.7,62.4666667,82.3,58.7666667,65.47333334,1749,0.40877252,0.064320151,2241.238665,9904607,112923,276249,73459
2020,7,12,2020/12/1,all,LA,17,14,Honduras,1012,1667.782382,21.66581,21.170734,84.58706,52.03048145,108.7643,82.28709677,100,66.66666667,100,100,50,66.66666667,100,57.25806452,106.2903226,75.8709677,79.2258065,85.4193548,101.7096774,74.3870968,83.32258064,1641,0.40877252,0.039666053,2241.238665,9904607,112923,276249,73459
2020,7,1,2020/1/1,all,LA,18,22,Jamaica,129,840.7434461,24.89003,25.275331,75.70055,31.73734512,45.25106,0.268709677,0,0,0,0,0,0,0,2.419354839,100,100,100,100,100,100,100,777,0.567430985,0.159851301,4866.98735,2961167,7523,13258,5629
2020,7,2,2020/2/1,all,LA,18,22,Jamaica,392,590.9911053,25.15414,25.425085,78.57004,31.79591497,52.56503,17.90758621,0,0,0,0,0,0,0,75,101.9333333,96.2,100.0666667,98.0666667,97.9333333,98.0666667,98.06666668,129,0.567430985,0.48574969,4866.98735,2961167,7523,13258,5629
2020,7,3,2020/3/1,all,LA,18,22,Jamaica,62,385.8359314,24.94039,25.32628,75.27535,31.05227028,50.01985,51.37290323,61.29032258,22.58064516,69.35483871,39.51612903,0,39.78494624,45.96774194,83.87096774,109.3870968,83.2580645,79.483871,74.1612903,92.2903226,78.3870968,81.51612904,392,0.567430985,0.076827757,4866.98735,2961167,7523,13258,5629
2020,7,4,2020/4/1,all,LA,18,22,Jamaica,5,278.4494902,26.55134,27.147036,74.55913,13.9115329,18.30088,81.636,100,66.66666667,100,100,15,70.55555556,82.5,100,122.7666667,54.3,47.6,46.3,62.9333333,47.9666667,51.82,62,0.567430985,0.006195787,4866.98735,2961167,7523,13258,5629
2020,7,5,2020/5/1,all,LA,18,22,Jamaica,47,268.2641741,27.1428,27.526476,76.09283,42.52786104,54.13552,86.95032258,100,66.66666667,100,99.19354839,50,66.66666667,100,100,119.3548387,64.3870968,59.6774194,52.3870968,71.3225806,58.2580645,61.20645162,5,0.567430985,0.058240397,4866.98735,2961167,7523,13258,5629
2020,7,6,2020/6/1,all,LA,18,22,Jamaica,65,305.8988525,27.58891,27.997768,75.96979,47.51839604,54.22157,69.689,74.44444444,1.111111111,100,75,50,66.66666667,100,60,114.2,75.7333333,73.5666667,67,81.7,71.4666667,73.89333334,47,0.567430985,0.080545229,4866.98735,2961167,7523,13258,5629
2020,7,7,2020/7/1,all,LA,18,22,Jamaica,12,448.222148,28.09559,28.506544,74.28315,64.1704199,75.91492,68.28064516,97.84946237,0,100,75,50,66.66666667,100,25,112.0322581,76.483871,81.5806452,74.8709677,88.8387097,79.3225806,80.21935484,65,0.567430985,0.014869888,4866.98735,2961167,7523,13258,5629
2020,7,8,2020/8/1,all,LA,18,22,Jamaica,18,635.0058708,28.10293,28.413261,76.76482,57.50790969,68.29853,73.14903226,100,21.50537634,100,75,50,66.66666667,100,45.16129032,111.8387097,73,79.4193548,76.2903226,86.8064516,78.1935484,78.74193548,12,0.567430985,0.022304833,4866.98735,2961167,7523,13258,5629
2020,7,9,2020/9/1,all,LA,18,22,Jamaica,2,1029.361581,27.16194,27.518711,81.9798,132.5292747,147.7149,75.74,73.33333333,66.66666667,100,75,50,66.66666667,100,50,112.3666667,70.7666667,74.2666667,66.7666667,80.7666667,71.9333333,72.90000002,18,0.567430985,0.002478315,4866.98735,2961167,7523,13258,5629
2020,7,10,2020/10/1,all,LA,18,22,Jamaica,35,1283.174767,26.33606,26.512705,85.8021,174.9759606,251.6264,72.37387097,66.66666667,46.23655914,100,75,50,66.66666667,100,50,112.3870968,70.7096774,74.6774194,61.5806452,81.0322581,67.3548387,71.07096776,2,0.567430985,0.043370508,4866.98735,2961167,7523,13258,5629
2020,7,11,2020/11/1,all,LA,18,22,Jamaica,40,1714.144736,25.30526,25.377777,86.71559,158.1784394,298.4249,71.3,66.66666667,33.33333333,100,75,50,66.66666667,100,50,110.6666667,75.0666667,73.6333333,62.8333333,83.6333333,70.8,73.19333332,35,0.567430985,0.049566295,4866.98735,2961167,7523,13258,5629
2020,7,12,2020/12/1,all,LA,18,22,Jamaica,0,2100.349437,24.69854,24.833324,82.92427,35.4366575,61.51024,71.3,66.66666667,33.33333333,100,75,50,66.66666667,100,50,108.3225806,74.7741935,86.5483871,77.8387097,96.1612903,80.7096774,83.2064516,40,0.567430985,0,4866.98735,2961167,7523,13258,5629
2020,7,1,2020/1/1,all,LA,19,17,Mexico,7853,7196.203193,16.08965,16.335476,60.12307,15.71830088,32.69932,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,17143,0.2343898,0.065746842,10267.50017,128932753,267743,1142298,104558
2020,7,2,2020/2/1,all,LA,19,17,Mexico,6674,6103.042222,17.51948,18.187328,56.29604,9.975883015,25.4652,0.191724138,0,0,0,0,0,0,0,1.724137931,98.8666667,106.8,103.8666667,104.0666667,101.5333333,101.2,103.4933333,7853,0.2343898,0.055876025,10267.50017,128932753,267743,1142298,104558
2020,7,3,2020/3/1,all,LA,19,17,Mexico,5412,6445.153706,20.77067,22.06971,53.52496,11.24119443,17.82388,19.92387097,29.03225806,19.35483871,25.80645161,14.51612903,1.612903226,4.301075269,16.12903226,42.74193548,105.6129032,89.6451613,82.516129,86.3870968,96.8064516,84.9032258,88.0516129,6674,0.2343898,0.045310315,10267.50017,128932753,267743,1142298,104558
2020,7,4,2020/4/1,all,LA,19,17,Mexico,2806,7288.79784,22.88284,24.514336,48.05046,20.33475475,27.24058,82.41,100,100,100,75,25,66.66666667,100,75,119.7666667,54.6666667,42.6,51.4666667,79,43.3333333,54.21333334,5412,0.2343898,0.023492377,10267.50017,128932753,267743,1142298,104558
2020,7,5,2020/5/1,all,LA,19,17,Mexico,4547,9450.805206,23.0835,24.800638,50.17215,52.84839285,67.21372,82.41,100,100,100,75,25,66.66666667,100,75,119.4193548,61.4516129,42.1612903,51.0645161,79.2258065,44.3548387,55.6516129,2806,0.2343898,0.038068367,10267.50017,128932753,267743,1142298,104558
2020,7,6,2020/6/1,all,LA,19,17,Mexico,6878,13495.80282,23.18322,24.660292,61.25064,82.8381921,120.9211,71.512,100,56.11111111,100,62.5,25,50,75,75,116.2,70.0666667,49.3333333,58.7333333,85.8,52.6666667,63.32,4547,0.2343898,0.057583952,10267.50017,128932753,267743,1142298,104558
2020,7,7,2020/7/1,all,LA,19,17,Mexico,8396,20695.80687,23.1255,24.296694,65.84985,115.4337436,151.3965,70.83,100,50,100,62.5,25,50,75,75,114.4193548,70.5806452,54.9677419,62.7419355,88.5483871,60.0322581,67.37419356,6878,0.2343898,0.070292943,10267.50017,128932753,267743,1142298,104558
2020,7,8,2020/8/1,all,LA,19,17,Mexico,11301,30045.89281,22.60112,23.240767,69.32224,115.7526638,162.0681,72.26612903,100,62.90322581,100,62.5,25,50,75,75,112.0322581,74.5806452,60.0645161,65.9677419,90.0967742,67.3870968,71.61935484,8396,0.2343898,0.094614167,10267.50017,128932753,267743,1142298,104558
2020,7,9,2020/9/1,all,LA,19,17,Mexico,17389,41958.91134,21.39313,21.579525,72.43005,124.676199,182.339,71.91466667,100,71.11111111,100,62.5,35.83333333,49.44444444,75,53.33333333,111.6666667,74.0333333,60.8333333,64.5666667,89.9666667,68.2333333,71.52666666,11301,0.2343898,0.145584086,10267.50017,128932753,267743,1142298,104558
2020,7,10,2020/10/1,all,LA,19,17,Mexico,26255,43450.2126,20.2793,21.101803,58.99527,32.44819385,51.59515,72.23741935,100,83.33333333,100,62.5,50,54.30107527,75,25,110.6129032,78.483871,67,63.1612903,93.3870968,68.8709677,74.18064516,17389,0.2343898,0.219811961,10267.50017,128932753,267743,1142298,104558
2020,7,11,2020/11/1,all,LA,19,17,Mexico,16745,25870.62084,18.55737,19.21902,58.76353,17.02514505,39.81211,71.76,100,83.33333333,100,62.5,50,50,75,25,110.7666667,79.3666667,67.6666667,60.9333333,95.1,71.9666667,75.00666668,26255,0.2343898,0.140192393,10267.50017,128932753,267743,1142298,104558
2020,7,12,2020/12/1,all,LA,19,17,Mexico,5187,11349.40992,15.83713,16.267416,56.20009,8.404363939,16.66113,71.76,100,83.33333333,100,62.5,50,50,75,25,110.483871,77.1935484,70.0645161,66.5806452,104.3548387,76.0967742,78.85806452,16745,0.2343898,0.043426572,10267.50017,128932753,267743,1142298,104558
2020,7,1,2020/1/1,all,LA,20,5,Nicaragua,8303,936.5494927,25.234982,25.582985,69.73763,19.87674162,31.95122,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,10520,0.332113386,0.154889378,1763.202624,6624554,186663,562046,106371
2020,7,2,2020/2/1,all,LA,20,5,Nicaragua,6511,816.9166333,26.042227,26.553228,65.48013,13.9187409,19.11841,1.819655172,0,0,0,0,0,0,0,7.75862069,99.4666667,109.1333333,99.4666667,99.8,100.3333333,100.1333333,101.7733333,8303,0.332113386,0.121460284,1763.202624,6624554,186663,562046,106371
2020,7,3,2020/3/1,all,LA,20,5,Nicaragua,5107,791.2950478,26.341246,26.86181,63.91807,17.82669543,25.1625,11.43741935,27.95698925,0,0,0,0,0,0,25,103.3548387,102,88.6451613,89.8064516,95.8387097,85.5806452,92.37419356,6511,0.332113386,0.095269186,1763.202624,6624554,186663,562046,106371
2020,7,4,2020/4/1,all,LA,20,5,Nicaragua,3099,842.791834,28.195747,29.697056,58.01267,5.875345752,7.711975,20.18266667,66.66666667,0,0,0,0,0,0,38.33333333,110.0666667,78.6666667,69.1,79.4333333,81.9666667,67.5,75.33333334,5107,0.332113386,0.057810693,1763.202624,6624554,186663,562046,106371
